Salinity[psu],Temperature[celsius],Pressure[dbar],Depth[m],Density[kg_m3]
34.54,25.23,135.4,134.61200665543203,1023.5087050708061
34.7,25.0,135.4,134.61200665543203,1023.6997555475206
34.74,24.78,135.5,134.71139207390013,1023.7972721808542
34.8,24.5,135.8,135.00954804091566,1023.9284902587293
34.87,24.2,135.9,135.10893326712508,1024.0718233936784
34.61,24.27,136.0,135.20831844527015,1023.8547844192515
34.66,24.29,136.3,135.5064736913209,1023.887885343707
34.7,24.22,136.4,135.60585867721014,1023.9394844696924
34.72,24.12,136.5,135.70524361503573,1023.9848775904563
34.71,24.02,136.8,136.00339814013225,1024.008374436552
34.76,23.9,137.0,136.2021675832144,1024.0826694135585
34.74,23.82,137.2,136.4009368340455,1024.09208779602
34.68,23.87,137.4,136.59970589262664,1024.032770426457
34.63,23.96,137.6,136.79847475895897,1023.9691449161909
34.68,23.95,137.8,136.99724343304356,1024.0107873543598
34.63,24.03,138.0,137.1960119148816,1023.950083072793
34.68,23.97,138.1,137.29539608370845,1024.0061462401009
34.62,24.03,138.4,137.5935483018224,1023.9442466898462
34.63,24.07,138.5,137.69293227840527,1023.9403435570078
34.7,24.12,138.8,137.99108391979044,1023.9796723594005
34.54,24.21,138.9,138.0904677041315,1023.832304401509
34.67,24.17,139.1,138.28923512863344,1023.9433744832543
34.71,24.08,139.3,138.4880023608962,1024.0013045761013
34.58,24.15,139.5,138.6867694009208,1023.8830272513795
34.6,24.2,139.9,139.0843029042601,1023.8849537066756
34.74,24.01,139.9,139.0843029042601,1024.0474010850548
34.65,23.99,140.1,139.28306936757704,1023.9861472591447
34.68,23.93,140.4,139.58121870211482,1024.0279338033345
34.58,24.09,140.5,139.6806017175112,1023.9052125828665
34.63,24.06,140.9,140.07813329851993,1023.9536679356829
34.61,24.08,141.0,140.17751607362854,1023.9330263839402
34.66,24.09,141.2,140.37628147967447,1023.9687146973233
34.7,24.0,141.5,140.67442922831736,1024.0270242166432
34.65,24.04,141.7,140.87319415379685,1023.9781885090639
34.65,24.06,141.9,141.0719588870518,1023.9731017897769
34.76,23.89,142.3,141.46948777689224,1024.1084929157028
34.68,23.91,142.4,141.5688698792137,1024.042489678186
34.68,23.85,142.7,141.86701589784772,1024.0615540591914
34.72,23.79,143.0,142.16516148398907,1024.1108494483785
34.58,23.91,143.1,142.2645432499273,1023.969880856325
34.69,23.82,143.4,142.56268825941757,1024.0810127695472
34.67,23.79,143.6,142.7614513588087,1024.0756145989067
34.7,23.77,143.9,143.0595956474947,1024.105511304691
34.69,23.75,144.1,143.25835826635316,1024.1047144714018
34.64,23.81,144.4,143.55650183424544,1024.0504625344397
34.67,23.81,144.7,143.8546449696665,1024.0744493175675
34.68,23.72,144.9,144.05340681968732,1024.109452821824
34.58,23.88,145.2,144.35154923433151,1023.9878249044735
34.66,23.87,145.4,144.55031060383803,1024.0521533365427
34.51,24.07,145.7,144.84845229771597,1023.8806658339585
34.74,23.91,145.9,145.04721318671508,1024.1029633755134
34.67,23.89,146.2,145.3453541598373,1024.0572434824905
34.7,23.77,146.4,145.54411456833614,1024.1162970642529
34.74,23.68,146.7,145.8422548207132,1024.1744079377488
34.69,23.62,147.0,146.14039464064825,1024.1555376542399
34.6,23.76,147.4,146.53791372788058,1024.0479179590461
34.61,23.85,147.5,146.63729337956798,1024.0293152490935
34.65,23.83,147.7,146.83605253879898,1024.0663488643168
34.66,23.82,148.0,147.13419091728804,1024.0781643999912
34.81,23.56,148.3,147.43232886335147,1024.2695990839238
34.78,23.38,148.6,147.73046637699318,1024.3009562973311
